"INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ADM_RATE_ALL","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","MD_EARN_WNE_P10"
"Buena Vista University","Storm Lake","IA",42.642255,-95.208529,0.77272727272727,51406,38644,38644,47076
"Capri College-Dubuque","Dubuque","IA",42.497357,-90.665565,NA,NA,NA,NA,24822
"Capri College-Cedar Rapids","Cedar Rapids","IA",41.960734,-91.710201,NA,NA,NA,NA,26942
"Central College","Pella","IA",41.401539,-92.922199,0.79238578680203,34302,19800,19800,53417
"Clarke University","Dubuque","IA",42.509475,-90.690487,0.84803001876172,51322,38060,38060,50541
"Coe College","Cedar Rapids","IA",41.988263,-91.658192,NA,62654,50664,50664,54115
"Cornell College","Mount Vernon","IA",41.924554,-91.423741,0.79326136735361,62571,49158,49158,51898
"Des Moines Area Community College","Ankeny","IA",41.707348,-93.611597,NA,14569,5340,10680,40506
"Divine Word College","Epworth","IA",42.441721,-90.934578,NA,NA,14620,14620,NA
"Dordt University","Sioux Center","IA",43.082527,-96.166562,0.87669376693766,49104,34600,34600,52342
"Drake University","Des Moines","IA",41.60129,-93.652163,0.67231179677531,60642,47912,47912,73451
"University of Dubuque","Dubuque","IA",42.49726,-90.693428,0.85053831538948,47851,38526,38526,49057
"Ellsworth Community College","Iowa Falls","IA",42.527524,-93.265853,NA,16540,5184,6192,39760
"Emmaus Bible College","Dubuque","IA",42.508307,-90.706011,1,30059,19800,19800,39334
"Eastern Iowa Community College District","Davenport","IA",41.522179,-90.574459,NA,12972,4488,6096,35322
"Faith Baptist Bible College and Theological Seminary","Ankeny","IA",41.737082,-93.624422,0.52447552447552,29489,18740,18740,42315
"Graceland University-Lamoni","Lamoni","IA",40.615966,-93.924893,0.74490303331675,46380,31970,31970,45600
"Grand View University","Des Moines","IA",41.620039,-93.600954,0.98409331919406,43078,32068,32068,53256
"Grinnell College","Grinnell","IA",41.747952,-92.722094,0.1076322896869,75698,61480,61480,62529
"Orion Technical College","Davenport","IA",41.56056,-90.528333,NA,24155,15600,15600,31171
"Hawkeye Community College","Waterloo","IA",42.430003,-92.330633,NA,14839,6090,6583,42970
"American Hair Academy","Mt. Pleasant","IA",40.962643,-91.524949,NA,NA,NA,NA,12807
"Indian Hills Community College","Ottumwa","IA",41.045105,-92.394736,NA,13501,4680,6120,38458
"Iowa Central Community College","Fort Dodge","IA",42.490067,-94.20299,NA,15480,5196,7398,42595
"Iowa Lakes Community College","Estherville","IA",43.401376,-94.835661,NA,18190,7004,7452,40421
"UnityPoint Health-Des Moines School of Radiologic Technology","Des Moines","IA",41.590094,-93.635129,NA,NA,NA,NA,NA
"Iowa School of Beauty-Des Moines","Des Moines","IA",41.624684,-93.711628,NA,NA,NA,NA,26279
"Iowa State University","Ames","IA",42.026212,-93.648504,0.90223094119257,21932,10133,26617,60973
"Iowa Wesleyan University","Mount Pleasant","IA",40.973791,-91.552459,0.80806722689075,46894,34700,34700,46798
"Iowa Western Community College","Council Bluffs","IA",41.272168,-95.797975,NA,17852,6540,6690,40470
"University of Iowa","Iowa City","IA",41.661935,-91.536425,0.86004119864744,26358,10353,32316,62670
"Kirkwood Community College","Cedar Rapids","IA",41.911268,-91.651172,NA,14211,5700,7604,41021
"La James International College-Cedar Falls","Cedar Falls","IA",42.515026,-92.434496,NA,NA,NA,NA,28681
"La James International College-Johnston","Johnston","IA",41.661015,-93.738577,NA,NA,NA,NA,30474
"La James College of Hairstyling and Cosmetology","Mason City","IA",43.153786,-93.199881,NA,NA,NA,NA,24956
"La James International College-Ft Dodge","Fort Dodge","IA",42.5005,-94.163856,NA,NA,NA,NA,20659
"Loras College","Dubuque","IA",42.503908,-90.679023,0.89838709677419,46656,36570,36570,54020
"Luther College","Decorah","IA",43.312304,-91.802809,0.75319926873857,61175,48160,48160,55451
"Maharishi International University","Fairfield","IA",41.017781,-91.967306,0.94285714285714,28730,16530,16530,28625
"Marshalltown Community College","Marshalltown","IA",42.00065,-92.909411,NA,12858,5184,5688,37129
"Mercy College of Health Sciences","Des Moines","IA",41.594559,-93.626238,0.96710526315789,31905,16632,16632,56267
"Morningside University","Sioux City","IA",42.473891,-96.359464,0.70608317815021,48778,36610,36610,54118
"Mount Mercy University","Cedar Rapids","IA",42.001931,-91.650991,0.75270873167622,51154,37606,37606,54291
"Ashford University","San Diego","CA",32.8273,-117.141961,NA,30106,13160,13160,37041
"North Iowa Area Community College","Mason City","IA",43.157169,-93.13126,NA,13853,6196,8884,39771
"University of Northern Iowa","Cedar Falls","IA",42.514923,-92.459703,0.94949934697431,20969,9411,20565,51651
"Northwestern College","Orange City","IA",42.999007,-96.058772,0.87330316742081,47339,34250,34250,49445
"Northeast Iowa Community College","Calmar","IA",43.17523,-91.867105,NA,15856,6270,6990,40403
"Northwest Iowa Community College","Sheldon","IA",43.184701,-95.880639,NA,18118,6870,7170,50140
"Des Moines University-Osteopathic Medical Center","Des Moines","IA",41.583325,-93.661686,NA,NA,NA,NA,NA
"Palmer College of Chiropractic","Davenport","IA",41.529021,-90.574607,NA,NA,NA,NA,45375
"PCI Academy-Ames","Ames","IA",41.99767,-93.613611,NA,NA,NA,NA,32533
"Saint Ambrose University","Davenport","IA",41.54065,-90.579854,0.73920312064641,48547,34570,34570,57818
"St Luke's College","Sioux City","IA",42.520081,-96.404724,0.8,28417,20940,20940,53302
"La James International College-Davenport","Davenport","IA",41.572861,-90.5682,NA,NA,NA,NA,22655
"Simpson College","Indianola","IA",41.365503,-93.563471,0.89101338432122,57690,45108,45108,52638
"Southeastern Community College","West Burlington","IA",40.814496,-91.171881,NA,15487,6210,6360,35384
"Southwestern Community College","Creston","IA",41.073437,-94.380906,NA,16606,6784,7008,39180
"Capri College-Davenport","Davenport","IA",41.575211,-90.538828,NA,NA,NA,NA,23660
"Iowa School of Beauty-Sioux City","Sioux City","IA",42.441812,-96.365842,NA,NA,NA,NA,19275
"E Q School of Hair Design","Council Bluffs","IA",41.235617,-95.858073,NA,NA,NA,NA,21369
"Upper Iowa University","Fayette","IA",42.838283,-91.799543,0.54234875444839,48044,33639,33639,51790
"Waldorf University","Forest City","IA",43.262923,-93.641714,0.73863636363636,36036,24526,24526,46322
"Wartburg College","Waverly","IA",42.7277,-92.483387,0.97445124145376,59828,49190,49190,55659
"Wartburg Theological Seminary","Dubuque","IA",42.485761,-90.691225,NA,NA,NA,NA,NA
"The Salon Professional Academy-Cedar Falls","Cedar Falls","IA",42.511022,-92.433262,NA,NA,NA,NA,26293
"Western Iowa Tech Community College","Sioux City","IA",42.482953,-96.348874,NA,14290,4922,4946,38267
"William Penn University","Oskaloosa","IA",41.310111,-92.647095,0.57674050632911,39936,27800,27800,45073
"Allen County Community College","Iola","KS",37.938038,-95.396377,NA,12409,3108,3108,36267
"Baker University","Baldwin City","KS",38.778712,-95.187346,0.91752577319587,47258,32320,32320,60914
"Barton County Community College","Great Bend","KS",38.403529,-98.731648,NA,15559,3616,4741,38326
"Benedictine College","Atchison","KS",39.573079,-95.113858,0.98825561312607,51009,33720,33720,48297
"Bethany College","Lindsborg","KS",38.580598,-97.67367,0.66032377165577,50636,31305,31305,46723
"Bethel College-North Newton","North Newton","KS",38.075169,-97.343256,0.9715242881072,46600,32090,32090,49126
"Butler Community College","El Dorado","KS",37.806699,-96.882987,NA,18675,3596,6011,39171
"Central Christian College of Kansas","McPherson","KS",38.357978,-97.668597,NA,32981,20650,20650,40305
"Cloud County Community College","Concordia","KS",39.554199,-97.664147,NA,14945,3180,3570,37538
"Coffeyville Community College","Coffeyville","KS",37.033814,-95.621374,NA,10476,3040,4608,35128
"Colby Community College","Colby","KS",39.377601,-101.052744,NA,12007,3964,5654,37313
"Cowley County Community College","Arkansas City","KS",37.061668,-97.043075,NA,12569,3900,5700,37564
"Dodge City Community College","Dodge City","KS",37.776891,-100.037481,NA,11044,3390,4890,38167
"Donnelly College","Kansas City","KS",39.112346,-94.649827,NA,27477,8736,8736,30864
"Emporia State University","Emporia","KS",38.414784,-96.179021,0.9566630552546,19376,7001,14918,43438
"Flint Hills Technical College","Emporia","KS",38.41888,-96.224141,NA,20221,6520,6520,43427
"Fort Hays State University","Hays","KS",38.872156,-99.342503,0.88019693654266,18598,5430,15870,44617
"Barclay College","Haviland","KS",37.62012,-99.105351,0.52682926829268,38490,24990,24990,39726
"Friends University","Wichita","KS",37.678459,-97.367048,0.63271604938271,43844,31812,31812,51388
"Fort Scott Community College","Fort Scott","KS",37.816206,-94.715334,NA,12331,3150,3600,35008
"Garden City Community College","Garden City","KS",37.970514,-100.84916,NA,11152,3480,4110,39280
"Haskell Indian Nations University","Lawrence","KS",38.938834,-95.232879,0.93308550185873,9390,480,480,34187
"Hays Academy of Hair Design","Hays","KS",38.884873,-99.310623,NA,NA,NA,NA,23625
"Hesston College","Hesston","KS",38.134558,-97.433883,NA,43654,29952,29952,47693
"Highland Community College","Highland","KS",39.859987,-95.271539,NA,14550,3330,3330,40667
"Hutchinson Community College","Hutchinson","KS",38.068035,-97.92135,NA,12638,3300,4530,42264
"Independence Community College","Independence","KS",37.195614,-95.720518,NA,12648,4260,4650,36364
"Johnson County Community College","Overland Park","KS",38.924125,-94.727798,NA,18094,2328,5472,43641
"Concorde Career College-Kansas City","Kansas City","MO",38.936103,-94.602584,0.99061032863849,NA,NA,NA,30169
"Kansas City Kansas Community College","Kansas City","KS",39.121911,-94.748061,NA,18670,3120,6690,38210
"Kansas Christian College","Overland Park","KS",38.994848,-94.666878,NA,22426,9570,9570,NA
"University of Kansas","Lawrence","KS",38.958549,-95.247567,0.8784250802271,24888,11167,28035,58993
"Newman University","Wichita","KS",37.672643,-97.37768,0.51031636863823,44536,34400,34400,51255
"Old Town Barber College-Wichita","Wichita","KS",37.68586,-97.323179,NA,NA,NA,NA,19950
"Kansas State University","Manhattan","KS",39.188648,-96.581077,0.95137028642077,24923,10448,26519,54472
"Kansas Wesleyan University","Salina","KS",38.813795,-97.607973,0.69616519174041,44048,32470,32470,46718
"Washburn Institute of Technology","Topeka","KS",39.04497,-95.751158,0.41993957703927,16109,9360,9360,47031
"Labette Community College","Parsons","KS",37.339062,-95.255368,NA,12267,3968,4768,39425
"Manhattan Area Technical College","Manhattan","KS",39.197774,-96.615672,NA,18253,8400,8400,50759
"Manhattan Christian College","Manhattan","KS",39.184806,-96.579383,0.47959183673469,32545,17914,17914,41716
"McPherson College","McPherson","KS",38.371422,-97.642996,0.65882352941176,47059,33536,33536,47891
"MidAmerica Nazarene University","Olathe","KS",38.875615,-94.781635,0.66817769718948,51534,34832,34832,55725
"Neosho County Community College","Chanute","KS",37.670672,-95.464976,NA,15471,5474,5474,40105
"North Central Kansas Technical College","Beloit","KS",39.482419,-98.110826,NA,20183,8492,8492,43967
"Northwest Kansas Technical College","Goodland","KS",39.346424,-101.70022,NA,NA,NA,NA,37980
"Ottawa University-Ottawa","Ottawa","KS",38.603173,-95.264187,0.65470352206865,50165,33380,33380,48846
"Ottawa University-Kansas City","Overland Park","KS",38.932055,-94.635461,0.65470352206865,NA,NA,NA,48846
"Pittsburg State University","Pittsburg","KS",37.392071,-94.702473,0.86184708554125,19841,7970,19654,47714
"Pratt Community College","Pratt","KS",37.654451,-98.714538,NA,15774,3936,4552,47720
"University of Saint Mary","Leavenworth","KS",39.279396,-94.906743,0.81934184016118,43809,32540,32540,55362
"Salina Area Technical College","Salina","KS",38.793582,-97.636892,NA,13438,7320,7320,35469
"Seward County Community College","Liberal","KS",37.059807,-100.917695,NA,12963,3648,4928,38641
"Southwestern College","Winfield","KS",37.248608,-96.975405,0.7016129032258,51374,36650,36650,51735
"Sterling College","Sterling","KS",38.219937,-98.208644,0.61102603369065,42886,30000,30000,44983
"Tabor College","Hillsboro","KS",38.34858,-97.199773,0.5271164021164,46710,35050,35050,46519
"Washburn University","Topeka","KS",39.033778,-95.702222,0.41993957703927,20321,9154,20438,47031
"Wichita State University-Campus of Applied Sciences and Technology","Wichita","KS",37.75764,-97.224151,NA,14992,5715,6578,40438
"Wichita State University","Wichita","KS",37.718882,-97.292361,0.94853354309472,20964,8866,18226,50739
"Wichita Technical Institute","Wichita","KS",37.656976,-97.371819,NA,NA,NA,NA,30240
"Alice Lloyd College","Pippa Passes","KY",37.335087,-82.875068,0.98331648129423,27810,14250,14250,38478
"Asbury University","Wilmore","KY",37.862029,-84.662606,0.78733031674208,44967,33146,33146,42628
"Asbury Theological Seminary","Wilmore","KY",37.861561,-84.660127,NA,NA,NA,NA,NA
"Ashland Community and Technical College","Ashland","KY",38.469201,-82.650664,NA,12465,4560,15480,31907
"Bellarmine University","Louisville","KY",38.219279,-85.704997,0.87777204744713,58078,46030,46030,56346
"Berea College","Berea","KY",37.57202,-84.292893,0.24582769508344,54396,45026,45026,40738
"PJ's College of Cosmetology-Bowling Green","Bowling Green","KY",36.979195,-86.469756,NA,NA,NA,NA,18925
"Southcentral Kentucky Community and Technical College","Bowling Green","KY",36.984827,-86.476717,NA,13187,4560,15480,35127
"Brescia University","Owensboro","KY",37.769041,-87.111639,0.50361570247933,40632,27950,27950,39343
"Campbellsville University","Campbellsville","KY",37.343342,-85.348943,NA,40775,26100,26100,39948
"Bluegrass Community and Technical College","Lexington","KY",38.024808,-84.503665,NA,12437,4640,15560,34206
"Centre College","Danville","KY",37.645709,-84.779392,0.62848751835535,60700,48070,48070,60447
"Clear Creek Baptist Bible College","Pineville","KY",36.725236,-83.727702,NA,15723,9970,9970,34503
"Paul Mitchell the School-Lexington","Lexington","KY",37.980361,-84.548281,NA,NA,NA,NA,21715
"Galen College of Nursing-Louisville","Louisville","KY",38.281333,-85.499039,NA,NA,NA,NA,57000
"University of the Cumberlands","Williamsburg","KY",36.737048,-84.161646,0.83016421780466,24278,9875,9875,41038
"Eastern Kentucky University","Richmond","KY",37.740845,-84.300796,0.64306933822135,21228,9844,20222,42134
"Elizabethtown Community and Technical College","Elizabethtown","KY",37.692858,-85.879927,NA,12591,4560,15480,35220
"Frontier Nursing University","Versailles","KY",38.051018,-84.692791,NA,NA,NA,NA,NA
"Georgetown College","Georgetown","KY",38.207615,-84.553767,0.71524486571879,55456,41600,41600,50486
"PJ's College of Cosmetology-Glasgow","Glasgow","KY",37.012713,-85.922275,NA,NA,NA,NA,15479
"Hazard Community and Technical College","Hazard","KY",37.234897,-83.175644,NA,11869,4560,15480,27880
"Paul Mitchell the School-Louisville","Louisville","KY",38.24897,-85.578849,NA,NA,NA,NA,22783
"Henderson Community College","Henderson","KY",37.797687,-87.650091,NA,12028,4560,15480,32903
"Hopkinsville Community College","Hopkinsville","KY",36.882654,-87.488297,NA,13178,4560,15480,32734
"Jefferson Community and Technical College","Louisville","KY",38.246027,-85.753615,NA,12981,4640,15560,36064
"Summit Salon Academy-Lexington","Lexington","KY",38.028451,-84.453521,NA,NA,NA,NA,29336
"American National University-Pikeville","Pikeville","KY",37.539398,-82.607154,NA,21562,10314,10314,24950
"Kentucky Mountain Bible College","Jackson","KY",37.603443,-83.438765,0.45,16340,10060,10060,32244
"Kentucky State University","Frankfort","KY",38.201427,-84.855402,0.91498257839721,21223,9004,12882,36807
"Kentucky Wesleyan College","Owensboro","KY",37.744489,-87.119658,0.68549511854951,41058,31300,31300,44736
"University of Kentucky","Lexington","KY",38.038911,-84.504747,0.94888959247365,30635,12859,32276,55890
"Kentucky Christian University","Grayson","KY",38.338805,-82.945561,0.44389438943894,37121,23700,23700,40872
"Lexington Theological Seminary","Lexington","KY",37.996332,-84.526079,NA,NA,NA,NA,NA
"Lindsey Wilson College","Columbia","KY",37.101502,-85.299997,NA,38653,26228,26228,35895
"University of Louisville","Louisville","KY",38.216862,-85.760412,0.81541844522054,29595,12520,28866,51380
"Louisville Presbyterian Theological Seminary","Louisville","KY",38.237056,-85.686411,NA,NA,NA,NA,NA
"Madisonville Community College","Madisonville","KY",37.362661,-87.512137,NA,12614,4560,15480,33355
"Maysville Community and Technical College","Maysville","KY",38.626607,-83.806786,NA,11891,4560,15480,30687
"Midway University","Midway","KY",38.146126,-84.678142,0.9375591296121,40723,25050,25050,42360
"Morehead State University","Morehead","KY",38.186768,-83.434021,0.83971684995575,21837,9560,14286,40010
"Murray State University","Murray","KY",36.612419,-88.323629,0.83982050531655,21641,9432,18888,43077
"Gateway Community and Technical College","Florence","KY",38.960638,-84.633478,NA,13362,4640,15560,36141
"Northern Kentucky University","Highland Heights","KY",39.029714,-84.463483,0.86010137581462,18899,10592,20848,46832
"West Kentucky Community and Technical College","Paducah","KY",37.054081,-88.658762,NA,12869,4560,15480,31964
"University of Pikeville","Pikeville","KY",37.479232,-82.521063,NA,34523,23150,23150,43124
"Big Sandy Community and Technical College","Prestonsburg","KY",37.688248,-82.778847,NA,12474,4560,15480,30144
